substrate,rule,donor_id,donor_kind,intervention,eta_multiplier,epsilon_multiplier,death_count,success_count,success_rate,observer_success_counts,observer_success_rates,n
life,84020,life-84020-6-6,maintainer,structured_half,2,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-7-79,switcher,intact,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-7-79,switcher,intact,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-7-79,switcher,intact,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-7-79,switcher,intact,1,0,2,3,0.75,"{""components"": 3, ""primary"": 3, ""terminal2x2"": 3}","{""components"": 0.75, ""primary"": 0.75, ""terminal2x2"": 0.75}",4
life,117208,life-117208-7-79,switcher,intact,1,1,2,3,0.75,"{""components"": 3, ""primary"": 3, ""terminal2x2"": 3}","{""components"": 0.75, ""primary"": 0.75, ""terminal2x2"": 0.75}",4
life,117208,life-117208-7-79,switcher,intact,1,2,1,3,0.75,"{""components"": 3, ""primary"": 3, ""terminal2x2"": 3}","{""components"": 0.75, ""primary"": 0.75, ""terminal2x2"": 0.75}",4
life,117208,life-117208-7-79,switcher,intact,2,0,0,4,1.0,"{""components"": 4, ""primary"": 4, ""terminal2x2"": 4}","{""components"": 1.0, ""primary"": 1.0, ""terminal2x2"": 1.0}",4
life,117208,life-117208-7-79,switcher,intact,2,1,0,4,1.0,"{""components"": 4, ""primary"": 4, ""terminal2x2"": 4}","{""components"": 1.0, ""primary"": 1.0, ""terminal2x2"": 1.0}",4
life,117208,life-117208-7-79,switcher,intact,2,2,0,4,1.0,"{""components"": 4, ""primary"": 4, ""terminal2x2"": 4}","{""components"": 1.0, ""primary"": 1.0, ""terminal2x2"": 1.0}",4
life,117208,life-117208-7-79,switcher,structured_half,0,0,0,4,1.0,"{""components"": 4, ""primary"": 4, ""terminal2x2"": 4}","{""components"": 1.0, ""primary"": 1.0, ""terminal2x2"": 1.0}",4
life,117208,life-117208-7-79,switcher,structured_half,0,1,0,3,0.75,"{""components"": 1, ""primary"": 3, ""terminal2x2"": 2}","{""components"": 0.25, ""primary"": 0.75, ""terminal2x2"": 0.5}",4
life,117208,life-117208-7-79,switcher,structured_half,0,2,1,0,0.0,"{""components"": 1, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.25, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-7-79,switcher,structured_half,1,0,0,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,117208,life-117208-7-79,switcher,structured_half,1,1,0,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.25}",4
life,117208,life-117208-7-79,switcher,structured_half,1,2,0,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-7-79,switcher,structured_half,2,0,0,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,117208,life-117208-7-79,switcher,structured_half,2,1,0,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 2}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.5}",4
life,117208,life-117208-7-79,switcher,structured_half,2,2,0,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,intact,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,intact,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,intact,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,intact,1,0,4,2,0.5,"{""components"": 2, ""primary"": 2, ""terminal2x2"": 2}","{""components"": 0.5, ""primary"": 0.5, ""terminal2x2"": 0.5}",4
life,117208,life-117208-5-125,switcher,intact,1,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,intact,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,intact,2,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,intact,2,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,intact,2,2,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,117208,life-117208-5-125,switcher,structured_half,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,structured_half,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,structured_half,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,structured_half,1,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,structured_half,1,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,structured_half,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,117208,life-117208-5-125,switcher,structured_half,2,0,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,117208,life-117208-5-125,switcher,structured_half,2,1,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,117208,life-117208-5-125,switcher,structured_half,2,2,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-6-382,maintainer,intact,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,intact,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,intact,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,intact,1,0,4,3,0.75,"{""components"": 3, ""primary"": 3, ""terminal2x2"": 3}","{""components"": 0.75, ""primary"": 0.75, ""terminal2x2"": 0.75}",4
life,119272,life-119272-6-382,maintainer,intact,1,1,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-6-382,maintainer,intact,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,intact,2,0,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-6-382,maintainer,intact,2,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,intact,2,2,3,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-6-382,maintainer,structured_half,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,structured_half,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,structured_half,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,structured_half,1,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,structured_half,1,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,structured_half,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-6-382,maintainer,structured_half,2,0,4,2,0.5,"{""components"": 1, ""primary"": 2, ""terminal2x2"": 2}","{""components"": 0.25, ""primary"": 0.5, ""terminal2x2"": 0.5}",4
life,119272,life-119272-6-382,maintainer,structured_half,2,1,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-6-382,maintainer,structured_half,2,2,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-2-450,maintainer,intact,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-2-450,maintainer,intact,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-2-450,maintainer,intact,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-2-450,maintainer,intact,1,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-2-450,maintainer,intact,1,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-2-450,maintainer,intact,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-2-450,maintainer,intact,2,0,4,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-2-450,maintainer,intact,2,1,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-2-450,maintainer,intact,2,2,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-2-450,maintainer,structured_half,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-2-450,maintainer,structured_half,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-2-450,maintainer,structured_half,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-2-450,maintainer,structured_half,1,0,4,2,0.5,"{""components"": 2, ""primary"": 2, ""terminal2x2"": 2}","{""components"": 0.5, ""primary"": 0.5, ""terminal2x2"": 0.5}",4
life,119272,life-119272-2-450,maintainer,structured_half,1,1,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-2-450,maintainer,structured_half,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,119272,life-119272-2-450,maintainer,structured_half,2,0,2,3,0.75,"{""components"": 2, ""primary"": 3, ""terminal2x2"": 3}","{""components"": 0.5, ""primary"": 0.75, ""terminal2x2"": 0.75}",4
life,119272,life-119272-2-450,maintainer,structured_half,2,1,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,119272,life-119272-2-450,maintainer,structured_half,2,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,intact,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,intact,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,intact,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,intact,1,0,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,125408,life-125408-3-91,maintainer,intact,1,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,intact,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,intact,2,0,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,125408,life-125408-3-91,maintainer,intact,2,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,intact,2,2,4,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,125408,life-125408-3-91,maintainer,structured_half,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,structured_half,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,structured_half,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,structured_half,1,0,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,125408,life-125408-3-91,maintainer,structured_half,1,1,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,125408,life-125408-3-91,maintainer,structured_half,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-3-91,maintainer,structured_half,2,0,4,1,0.25,"{""components"": 0, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,125408,life-125408-3-91,maintainer,structured_half,2,1,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,125408,life-125408-3-91,maintainer,structured_half,2,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,intact,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,intact,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,intact,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,intact,1,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,intact,1,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,intact,1,2,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,125408,life-125408-6-422,maintainer,intact,2,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,intact,2,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,intact,2,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,structured_half,0,0,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,structured_half,0,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,structured_half,0,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,structured_half,1,0,4,1,0.25,"{""components"": 1, ""primary"": 1, ""terminal2x2"": 1}","{""components"": 0.25, ""primary"": 0.25, ""terminal2x2"": 0.25}",4
life,125408,life-125408-6-422,maintainer,structured_half,1,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,structured_half,1,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,structured_half,2,0,4,2,0.5,"{""components"": 0, ""primary"": 2, ""terminal2x2"": 1}","{""components"": 0.0, ""primary"": 0.5, ""terminal2x2"": 0.25}",4
life,125408,life-125408-6-422,maintainer,structured_half,2,1,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
life,125408,life-125408-6-422,maintainer,structured_half,2,2,4,0,0.0,"{""components"": 0, ""primary"": 0, ""terminal2x2"": 0}","{""components"": 0.0, ""primary"": 0.0, ""terminal2x2"": 0.0}",4
